"Subject" "Emotion" "Memory" "Test.Tag"
"1772" 26 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1773" 26 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"1774" 26 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_4.png"
"1775" 26 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"1776" 26 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_4.png"
"1777" 26 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_5.png"
"1778" 26 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_7.png"
"1779" 26 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_7.png"
"1780" 26 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_0.png"
"1781" 26 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"1782" 26 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_3.png"
"1783" 26 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1784" 26 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"1785" 26 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_5.png"
"1786" 26 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_3.png"
"1787" 26 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"1788" 26 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"1789" 26 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"1790" 26 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1791" 26 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_3.png"
"1792" 26 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_1.png"
"1793" 26 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_1.png"
"1794" 26 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_1.png"
"1795" 26 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"1796" 26 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_5.png"
"1797" 26 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_7.png"
"1798" 26 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_3.png"
"1799" 26 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"1800" 26 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1801" 26 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_6.png"
"1802" 26 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_7.png"
"1803" 26 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_2.png"
"1804" 26 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_3.png"
"1805" 26 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_1.png"
"1806" 26 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_2.png"
"1807" 26 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"1808" 26 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_6.png"
"1809" 26 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_6.png"
"1810" 26 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_4.png"
"1811" 26 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_0.png"
"1812" 26 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"1813" 26 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"1814" 26 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_7.png"
"1815" 26 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_6.png"
"1816" 26 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_6.png"
"1817" 26 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_1.png"
"1818" 26 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"1819" 26 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_5.png"
"1820" 26 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_2.png"
"1821" 26 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_4.png"
"1822" 26 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_5.png"
"1823" 26 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"1824" 26 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1825" 27 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"1826" 27 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"1827" 27 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1828" 27 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_3.png"
"1829" 27 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_3.png"
"1830" 27 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_0.png"
"1831" 27 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_4.png"
"1832" 27 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"1833" 27 "Fear" "Fear\Male\FM_3.png" ""
"1834" 27 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"1835" 27 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_3.png"
"1836" 27 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_4.png"
"1837" 27 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"1838" 27 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"1839" 27 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_2.png"
"1840" 27 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_3.png"
"1841" 27 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"1842" 27 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"1843" 27 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_3.png"
"1844" 27 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_4.png"
"1845" 27 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"1846" 27 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"1847" 27 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"1848" 27 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_4.png"
"1849" 27 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"1850" 27 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_2.png"
"1851" 27 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_2.png"
"1852" 27 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"1853" 27 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"1854" 27 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_0.png"
"1855" 27 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_1.png"
"1856" 27 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"1857" 27 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"1858" 27 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_5.png"
"1859" 27 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_6.png"
"1860" 27 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"1861" 27 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"1862" 27 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"1863" 27 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_5.png"
"1864" 27 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"1865" 27 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"1866" 27 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_4.png"
"1867" 27 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_5.png"
"1868" 27 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_5.png"
"1869" 27 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_7.png"
"1870" 27 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_5.png"
"1871" 27 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_3.png"
"1872" 27 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_2.png"
"1873" 27 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_5.png"
"1874" 27 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1875" 27 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_3.png"
"1876" 27 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1877" 27 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"1878" 27 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_4.png"
"1879" 27 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_6.png"
"1880" 27 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"1881" 27 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1882" 27 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"1883" 27 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_5.png"
"1884" 27 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"1885" 27 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1886" 27 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"1887" 27 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"1888" 27 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_1.png"
"1889" 27 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_4.png"
"1890" 27 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_4.png"
"1891" 27 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"1892" 27 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"1893" 27 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"1894" 27 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_4.png"
"1895" 27 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"1896" 27 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_4.png"
"1897" 27 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"1898" 27 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_2.png"
"1899" 27 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_2.png"
"1900" 27 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1901" 27 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_3.png"
"1902" 27 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_4.png"
"1903" 27 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_6.png"
"1904" 27 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_2.png"
"1905" 27 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"1906" 27 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_3.png"
"1907" 27 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1908" 27 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_1.png"
"1909" 27 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"1910" 27 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"1911" 27 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_6.png"
"1912" 27 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1913" 27 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"1914" 27 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_6.png"
"1915" 27 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1916" 27 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"1917" 27 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_3.png"
"1918" 27 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_6.png"
"1919" 27 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1920" 27 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1921" 28 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_6.png"
"1922" 28 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_2.png"
"1923" 28 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_2.png"
"1924" 28 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_5.png"
"1925" 28 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_2.png"
"1926" 28 "Fear" "Fear\Male\FM_2.png" ""
"1927" 28 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_4.png"
"1928" 28 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_3.png"
"1929" 28 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_2.png"
"1930" 28 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"1931" 28 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1932" 28 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_1.png"
"1933" 28 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_2.png"
"1934" 28 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_3.png"
"1935" 28 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_3.png"
"1936" 28 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1937" 28 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_4.png"
"1938" 28 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1939" 28 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_2.png"
"1940" 28 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"1941" 28 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_1.png"
"1942" 28 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_4.png"
"1943" 28 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_2.png"
"1944" 28 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_3.png"
"1945" 28 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"1946" 28 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"1947" 28 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"1948" 28 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_5.png"
"1949" 28 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_3.png"
"1950" 28 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"1951" 28 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_5.png"
"1952" 28 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1953" 28 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_3.png"
"1954" 28 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"1955" 28 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_4.png"
"1956" 28 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"1957" 28 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1958" 28 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_4.png"
"1959" 28 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"1960" 28 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"1961" 28 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_5.png"
"1962" 28 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"1963" 28 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_5.png"
"1964" 28 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_6.png"
"1965" 28 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"1966" 28 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_2.png"
"1967" 28 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_6.png"
"1968" 28 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_2.png"
"1969" 28 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"1970" 28 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_2.png"
"1971" 28 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_2.png"
"1972" 28 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1973" 28 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"1974" 28 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_2.png"
"1975" 28 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_3.png"
"1976" 28 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_3.png"
"1977" 28 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_5.png"
"1978" 28 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"1979" 28 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_2.png"
"1980" 28 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"1981" 28 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"1982" 28 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_5.png"
"1983" 28 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_1.png"
"1984" 28 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1985" 28 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_6.png"
"1986" 28 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_4.png"
"1987" 28 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_4.png"
"1988" 28 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"1989" 28 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1990" 28 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1991" 28 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_6.png"
"1992" 28 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"1993" 28 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_1.png"
"1994" 28 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"1995" 28 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_5.png"
"1996" 28 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_2.png"
"1997" 28 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_4.png"
"1998" 28 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_7.png"
"1999" 28 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"2000" 28 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"2001" 28 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"2002" 28 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_6.png"
"2003" 28 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"2004" 28 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_5.png"
"2005" 28 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_1.png"
"2006" 28 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_2.png"
"2007" 28 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_6.png"
"2008" 28 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_5.png"
"2009" 28 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"2010" 28 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_4.png"
"2011" 28 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_5.png"
"2012" 28 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"2013" 28 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"2014" 28 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"2015" 28 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_4.png"
"2016" 28 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"2017" 29 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"2018" 29 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_3.png"
"2019" 29 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_4.png"
"2020" 29 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_4.png"
"2021" 29 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"2022" 29 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_3.png"
"2023" 29 "Fear" "Fear\Female\FF_4.png" ""
"2024" 29 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_6.png"
"2025" 29 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_3.png"
"2026" 29 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_3.png"
"2027" 29 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"2028" 29 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_5.png"
"2029" 29 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_3.png"
"2030" 29 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_3.png"
"2031" 29 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"2032" 29 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"2033" 29 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_4.png"
"2034" 29 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_2.png"
"2035" 29 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_6.png"
"2036" 29 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_3.png"
"2037" 29 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_6.png"
"2038" 29 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_2.png"
"2039" 29 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_7.png"
"2040" 29 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"2041" 29 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_7.png"
"2042" 29 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_6.png"
"2043" 29 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_6.png"
"2044" 29 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"2045" 29 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_4.png"
"2046" 29 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_3.png"
"2047" 29 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"2048" 29 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"2049" 29 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_4.png"
"2050" 29 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_5.png"
"2051" 29 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_2.png"
"2052" 29 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"2053" 29 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"2054" 29 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_7.png"
"2055" 29 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_4.png"
"2056" 29 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"2057" 29 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"2058" 29 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_3.png"
"2059" 29 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_1.png"
"2060" 29 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"2061" 29 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_5.png"
"2062" 29 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"2063" 29 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_2.png"
"2064" 29 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"2065" 29 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_3.png"
"2066" 29 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"2067" 29 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"2068" 29 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_2.png"
"2069" 29 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_3.png"
"2070" 29 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_3.png"
"2071" 29 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_7.png"
"2072" 29 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_4.png"
"2073" 29 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_4.png"
"2074" 29 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"2075" 29 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"2076" 29 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"2077" 29 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_2.png"
"2078" 29 "Fear" "Fear\Male\FM_5.png" ""
"2079" 29 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"2080" 29 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_4.png"
"2081" 29 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"2082" 29 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_1.png"
"2083" 29 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_0.png"
"2084" 29 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"2085" 29 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_3.png"
"2086" 29 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"2087" 29 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"2088" 29 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"2089" 29 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_4.png"
"2090" 29 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"2091" 29 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_3.png"
"2092" 29 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_3.png"
